LOCATION_NAME,SAMPLE COLLECTION TIME,DOSE EQUIVALENT RATE (nSv/h),GAMMA COUNT RATE R02 (CPM),GAMMA COUNT RATE R03 (CPM),GAMMA COUNT RATE R04 (CPM),GAMMA COUNT RATE R05 (CPM),GAMMA COUNT RATE R06 (CPM),GAMMA COUNT RATE R07 (CPM),GAMMA COUNT RATE R08 (CPM),GAMMA COUNT RATE R09 (CPM),STATUS
CA: SAN DIEGO,01/03/2008 03:07:00,,216.00,89.00,78.00,48.00,187.00,1096.00,4471.00,982.00,APPROVED
CA: SAN DIEGO,01/03/2008 07:08:00,,221.00,100.00,74.00,50.00,196.00,1146.00,4492.00,1011.00,APPROVED
CA: SAN DIEGO,01/04/2008 01:11:00,,198.00,83.00,75.00,44.00,174.00,1022.00,4328.00,900.00,APPROVED
CA: SAN DIEGO,02/01/2008 10:26:00,,4815.00,2032.00,588.00,302.00,189.00,229.00,130.00,55.00,APPROVED
CA: SAN DIEGO,03/05/2008 23:43:00,,4287.00,1753.00,494.00,257.00,168.00,186.00,123.00,49.00,APPROVED
CA: SAN DIEGO,03/06/2008 00:43:00,,4396.00,1815.00,519.00,273.00,174.00,198.00,130.00,50.00,APPROVED
CA: SAN DIEGO,03/06/2008 01:43:00,,4461.00,1850.00,524.00,276.00,177.00,204.00,134.00,51.00,APPROVED
CA: SAN DIEGO,03/06/2008 02:43:00,,4530.00,1865.00,524.00,278.00,175.00,203.00,128.00,53.00,APPROVED
CA: SAN DIEGO,03/06/2008 03:44:00,,4592.00,1890.00,534.00,280.00,183.00,204.00,130.00,51.00,APPROVED
CA: SAN DIEGO,03/06/2008 04:44:00,,4641.00,1936.00,548.00,289.00,180.00,206.00,132.00,52.00,APPROVED
CA: SAN DIEGO,03/06/2008 05:44:00,,4687.00,1967.00,556.00,298.00,186.00,214.00,134.00,53.00,APPROVED
CA: SAN DIEGO,03/06/2008 06:44:00,,4709.00,1982.00,565.00,299.00,190.00,217.00,135.00,54.00,APPROVED
CA: SAN DIEGO,03/06/2008 07:44:00,,4800.00,2103.00,600.00,327.00,199.00,237.00,144.00,57.00,APPROVED
CA: SAN DIEGO,03/06/2008 08:45:00,,4874.00,2146.00,616.00,338.00,200.00,244.00,145.00,59.00,APPROVED
CA: SAN DIEGO,03/06/2008 09:45:00,,4850.00,2169.00,625.00,342.00,203.00,247.00,145.00,60.00,APPROVED
CA: SAN DIEGO,03/06/2008 10:45:00,,4877.00,2181.00,637.00,351.00,205.00,250.00,147.00,59.00,APPROVED
CA: SAN DIEGO,03/06/2008 11:45:00,,4922.00,2237.00,643.00,349.00,206.00,259.00,149.00,60.00,APPROVED
CA: SAN DIEGO,03/06/2008 12:45:00,,4896.00,2228.00,650.00,345.00,206.00,260.00,143.00,62.00,APPROVED
CA: SAN DIEGO,03/06/2008 13:46:00,,4835.00,2162.00,634.00,334.00,200.00,250.00,140.00,61.00,APPROVED
CA: SAN DIEGO,03/06/2008 14:46:00,,4762.00,2138.00,622.00,330.00,195.00,250.00,140.00,61.00,APPROVED
CA: SAN DIEGO,03/06/2008 15:46:00,,4606.00,2042.00,590.00,318.00,188.00,231.00,131.00,58.00,APPROVED
CA: SAN DIEGO,03/06/2008 16:46:00,,4517.00,2001.00,571.00,314.00,187.00,222.00,135.00,56.00,APPROVED
CA: SAN DIEGO,03/06/2008 17:46:00,,4453.00,1952.00,547.00,305.00,180.00,217.00,136.00,57.00,APPROVED
CA: SAN DIEGO,03/06/2008 18:47:00,,4378.00,1913.00,536.00,296.00,179.00,202.00,134.00,58.00,APPROVED
