LOCATION_NAME,SAMPLE COLLECTION TIME,DOSE EQUIVALENT RATE (nSv/h),GAMMA COUNT RATE R02 (CPM),GAMMA COUNT RATE R03 (CPM),GAMMA COUNT RATE R04 (CPM),GAMMA COUNT RATE R05 (CPM),GAMMA COUNT RATE R06 (CPM),GAMMA COUNT RATE R07 (CPM),GAMMA COUNT RATE R08 (CPM),GAMMA COUNT RATE R09 (CPM),STATUS
CA: SAN DIEGO,01/01/2017 00:11:00,96.00,3123.00,1703.00,528.00,252.00,168.00,204.00,123.00,61.00,APPROVED
CA: SAN DIEGO,01/01/2017 01:11:00,102.00,3250.00,1820.00,562.00,263.00,178.00,219.00,123.00,63.00,APPROVED
CA: SAN DIEGO,01/01/2017 02:11:00,106.00,3319.00,1868.00,581.00,272.00,181.00,230.00,126.00,62.00,APPROVED
CA: SAN DIEGO,01/01/2017 03:12:00,108.00,3361.00,1902.00,598.00,280.00,184.00,239.00,126.00,63.00,APPROVED
CA: SAN DIEGO,01/01/2017 04:12:00,104.00,3154.00,1744.00,550.00,257.00,173.00,215.00,119.00,61.00,APPROVED
CA: SAN DIEGO,01/01/2017 05:12:00,95.00,3049.00,1647.00,518.00,240.00,166.00,202.00,114.00,62.00,APPROVED
CA: SAN DIEGO,01/01/2017 06:12:00,96.00,3067.00,1669.00,517.00,240.00,168.00,203.00,115.00,61.00,APPROVED
CA: SAN DIEGO,01/01/2017 07:12:00,94.00,3041.00,1661.00,518.00,245.00,161.00,202.00,113.00,59.00,APPROVED
CA: SAN DIEGO,01/01/2017 08:13:00,93.00,3005.00,1628.00,506.00,237.00,160.00,199.00,113.00,59.00,APPROVED
CA: SAN DIEGO,01/01/2017 09:13:00,97.00,3002.00,1634.00,500.00,237.00,162.00,195.00,115.00,61.00,APPROVED
CA: SAN DIEGO,01/01/2017 10:13:00,97.00,3004.00,1639.00,504.00,239.00,164.00,200.00,115.00,59.00,APPROVED
CA: SAN DIEGO,01/01/2017 11:13:00,92.00,3054.00,1700.00,524.00,250.00,170.00,207.00,120.00,61.00,APPROVED
CA: SAN DIEGO,01/01/2017 12:14:00,98.00,3109.00,1769.00,550.00,262.00,171.00,217.00,123.00,63.00,APPROVED
CA: SAN DIEGO,01/01/2017 13:14:00,97.00,3125.00,1795.00,555.00,267.00,177.00,227.00,125.00,62.00,APPROVED
CA: SAN DIEGO,01/01/2017 14:14:00,96.00,3113.00,1784.00,558.00,265.00,175.00,226.00,125.00,62.00,APPROVED
CA: SAN DIEGO,01/01/2017 15:14:00,97.00,3093.00,1744.00,543.00,261.00,175.00,215.00,122.00,62.00,APPROVED
CA: SAN DIEGO,01/01/2017 16:14:00,98.00,3115.00,1761.00,547.00,258.00,169.00,215.00,123.00,61.00,APPROVED
CA: SAN DIEGO,01/01/2017 17:15:00,95.00,3095.00,1722.00,538.00,255.00,171.00,213.00,119.00,60.00,APPROVED
CA: SAN DIEGO,01/01/2017 18:15:00,95.00,3062.00,1668.00,523.00,247.00,167.00,207.00,113.00,59.00,APPROVED
CA: SAN DIEGO,01/01/2017 19:15:00,94.00,3032.00,1648.00,513.00,240.00,166.00,202.00,117.00,60.00,APPROVED
CA: SAN DIEGO,01/01/2017 20:15:00,93.00,3032.00,1655.00,508.00,237.00,164.00,195.00,121.00,59.00,APPROVED
CA: SAN DIEGO,01/01/2017 21:16:00,96.00,3029.00,1653.00,508.00,241.00,165.00,197.00,118.00,60.00,APPROVED
CA: SAN DIEGO,01/01/2017 22:16:00,97.00,3055.00,1662.00,509.00,240.00,165.00,196.00,119.00,59.00,APPROVED
CA: SAN DIEGO,01/01/2017 23:16:00,98.00,3076.00,1680.00,518.00,245.00,165.00,200.00,120.00,59.00,APPROVED
CA: SAN DIEGO,01/02/2017 00:16:00,96.00,3085.00,1693.00,515.00,249.00,169.00,208.00,119.00,61.00,APPROVED
CA: SAN DIEGO,01/02/2017 01:17:00,96.00,3112.00,1696.00,526.00,249.00,170.00,205.00,119.00,62.00,APPROVED
CA: SAN DIEGO,01/02/2017 02:17:00,98.00,3101.00,1695.00,527.00,249.00,169.00,213.00,115.00,61.00,APPROVED
CA: SAN DIEGO,01/02/2017 03:17:00,97.00,3121.00,1707.00,529.00,250.00,170.00,208.00,118.00,61.00,APPROVED
CA: SAN DIEGO,01/02/2017 04:17:00,99.00,3120.00,1714.00,538.00,258.00,170.00,209.00,124.00,61.00,APPROVED
CA: SAN DIEGO,01/02/2017 05:17:00,98.00,3130.00,1715.00,534.00,251.00,171.00,208.00,119.00,60.00,APPROVED
CA: SAN DIEGO,01/02/2017 06:18:00,99.00,3122.00,1703.00,535.00,249.00,171.00,213.00,117.00,61.00,APPROVED
CA: SAN DIEGO,01/02/2017 07:18:00,93.00,3129.00,1718.00,529.00,252.00,169.00,214.00,115.00,61.00,APPROVED
CA: SAN DIEGO,01/02/2017 08:18:00,97.00,3116.00,1720.00,540.00,249.00,171.00,215.00,118.00,61.00,APPROVED
CA: SAN DIEGO,01/02/2017 09:18:00,99.00,3119.00,1714.00,533.00,252.00,171.00,217.00,118.00,61.00,APPROVED
CA: SAN DIEGO,01/02/2017 10:19:00,95.00,3141.00,1750.00,544.00,257.00,177.00,220.00,121.00,62.00,APPROVED
CA: SAN DIEGO,01/02/2017 11:19:00,97.00,3139.00,1738.00,547.00,253.00,173.00,216.00,118.00,62.00,APPROVED
CA: SAN DIEGO,01/02/2017 12:19:00,98.00,3126.00,1732.00,539.00,255.00,172.00,216.00,117.00,61.00,APPROVED
CA: SAN DIEGO,01/02/2017 13:19:00,95.00,3123.00,1727.00,540.00,256.00,168.00,217.00,115.00,63.00,APPROVED
CA: SAN DIEGO,01/02/2017 14:19:00,96.00,3143.00,1753.00,548.00,257.00,172.00,216.00,118.00,61.00,APPROVED
CA: SAN DIEGO,01/02/2017 15:20:00,96.00,3141.00,1769.00,551.00,262.00,177.00,218.00,124.00,62.00,APPROVED
CA: SAN DIEGO,01/02/2017 16:20:00,97.00,3148.00,1775.00,556.00,263.00,173.00,220.00,121.00,64.00,APPROVED
CA: SAN DIEGO,01/02/2017 17:20:00,96.00,3145.00,1763.00,549.00,259.00,173.00,222.00,118.00,63.00,APPROVED
CA: SAN DIEGO,01/02/2017 18:20:00,97.00,3117.00,1716.00,540.00,249.00,172.00,215.00,117.00,61.00,APPROVED
CA: SAN DIEGO,01/02/2017 19:21:00,98.00,3080.00,1682.00,528.00,248.00,173.00,207.00,118.00,60.00,APPROVED
CA: SAN DIEGO,01/02/2017 20:21:00,95.00,3072.00,1663.00,518.00,241.00,168.00,201.00,120.00,60.00,APPROVED
CA: SAN DIEGO,01/02/2017 21:21:00,94.00,3054.00,1653.00,514.00,241.00,167.00,199.00,119.00,60.00,APPROVED
CA: SAN DIEGO,01/02/2017 22:21:00,94.00,3060.00,1652.00,511.00,237.00,164.00,202.00,119.00,58.00,APPROVED
CA: SAN DIEGO,01/02/2017 23:21:00,95.00,3050.00,1647.00,507.00,237.00,164.00,198.00,116.00,59.00,APPROVED
CA: SAN DIEGO,01/03/2017 00:22:00,94.00,3052.00,1662.00,509.00,240.00,167.00,195.00,118.00,59.00,APPROVED
CA: SAN DIEGO,01/03/2017 01:22:00,96.00,3049.00,1655.00,511.00,241.00,164.00,198.00,121.00,59.00,APPROVED
CA: SAN DIEGO,01/03/2017 02:22:00,97.00,3066.00,1663.00,509.00,243.00,168.00,200.00,118.00,59.00,APPROVED
CA: SAN DIEGO,01/03/2017 03:22:00,94.00,3060.00,1663.00,517.00,241.00,167.00,202.00,115.00,59.00,APPROVED
CA: SAN DIEGO,01/03/2017 04:23:00,94.00,3084.00,1686.00,521.00,244.00,164.00,205.00,115.00,59.00,APPROVED
CA: SAN DIEGO,01/03/2017 05:23:00,95.00,3107.00,1703.00,535.00,247.00,170.00,213.00,118.00,60.00,APPROVED
CA: SAN DIEGO,01/03/2017 06:23:00,96.00,3111.00,1737.00,544.00,255.00,173.00,216.00,116.00,60.00,APPROVED
CA: SAN DIEGO,01/03/2017 07:23:00,96.00,3118.00,1711.00,539.00,257.00,172.00,213.00,117.00,62.00,APPROVED
CA: SAN DIEGO,01/03/2017 08:23:00,96.00,3155.00,1762.00,547.00,260.00,171.00,218.00,123.00,62.00,APPROVED
CA: SAN DIEGO,01/03/2017 09:24:00,98.00,3154.00,1777.00,557.00,263.00,176.00,218.00,122.00,63.00,APPROVED
CA: SAN DIEGO,01/03/2017 10:24:00,97.00,3157.00,1779.00,553.00,261.00,176.00,221.00,124.00,62.00,APPROVED
CA: SAN DIEGO,01/03/2017 11:24:00,97.00,3148.00,1771.00,548.00,259.00,174.00,213.00,122.00,61.00,APPROVED
CA: SAN DIEGO,01/03/2017 12:24:00,100.00,3177.00,1784.00,559.00,261.00,177.00,220.00,123.00,62.00,APPROVED
CA: SAN DIEGO,01/03/2017 13:25:00,100.00,3175.00,1809.00,561.00,266.00,178.00,221.00,126.00,63.00,APPROVED
CA: SAN DIEGO,01/03/2017 14:25:00,100.00,3197.00,1822.00,563.00,269.00,177.00,227.00,126.00,63.00,APPROVED
CA: SAN DIEGO,01/03/2017 15:25:00,100.00,3229.00,1834.00,570.00,272.00,181.00,232.00,126.00,63.00,APPROVED
CA: SAN DIEGO,01/03/2017 16:25:00,100.00,3208.00,1843.00,573.00,271.00,178.00,228.00,128.00,62.00,APPROVED
CA: SAN DIEGO,01/03/2017 17:26:00,102.00,3180.00,1803.00,569.00,268.00,180.00,223.00,128.00,63.00,APPROVED
CA: SAN DIEGO,01/03/2017 18:26:00,98.00,3136.00,1747.00,545.00,257.00,174.00,212.00,121.00,61.00,APPROVED
CA: SAN DIEGO,01/03/2017 19:26:00,96.00,3112.00,1718.00,530.00,257.00,173.00,204.00,123.00,61.00,APPROVED
CA: SAN DIEGO,01/03/2017 20:26:00,96.00,3104.00,1700.00,526.00,248.00,168.00,201.00,124.00,62.00,APPROVED
CA: SAN DIEGO,01/03/2017 21:26:00,98.00,3095.00,1692.00,528.00,247.00,167.00,201.00,124.00,60.00,APPROVED
