LOCATION_NAME,SAMPLE COLLECTION TIME,DOSE EQUIVALENT RATE (nSv/h),GAMMA COUNT RATE R02 (CPM),GAMMA COUNT RATE R03 (CPM),GAMMA COUNT RATE R04 (CPM),GAMMA COUNT RATE R05 (CPM),GAMMA COUNT RATE R06 (CPM),GAMMA COUNT RATE R07 (CPM),GAMMA COUNT RATE R08 (CPM),GAMMA COUNT RATE R09 (CPM),STATUS
CA: SAN DIEGO,01/01/2019 14:34:00,101.00,3277.00,1878.00,579.00,277.00,184.00,227.00,133.00,63.00,APPROVED
CA: SAN DIEGO,01/01/2019 15:34:00,102.00,3272.00,1863.00,576.00,275.00,183.00,225.00,131.00,63.00,APPROVED
CA: SAN DIEGO,01/01/2019 16:35:00,101.00,3280.00,1858.00,568.00,275.00,180.00,225.00,128.00,64.00,APPROVED
CA: SAN DIEGO,01/01/2019 17:35:00,103.00,3252.00,1803.00,566.00,269.00,177.00,226.00,123.00,63.00,APPROVED
CA: SAN DIEGO,01/01/2019 18:35:00,101.00,3248.00,1813.00,557.00,267.00,178.00,222.00,122.00,63.00,APPROVED
CA: SAN DIEGO,01/01/2019 19:35:00,102.00,3274.00,1818.00,564.00,267.00,181.00,222.00,126.00,63.00,APPROVED
CA: SAN DIEGO,01/01/2019 20:36:00,105.00,3291.00,1846.00,571.00,273.00,182.00,227.00,131.00,63.00,APPROVED
CA: SAN DIEGO,01/01/2019 21:36:00,105.00,3302.00,1853.00,583.00,267.00,182.00,228.00,127.00,63.00,APPROVED
CA: SAN DIEGO,01/01/2019 22:36:00,107.00,3295.00,1859.00,578.00,271.00,183.00,228.00,129.00,64.00,APPROVED
CA: SAN DIEGO,01/01/2019 23:36:00,105.00,3301.00,1847.00,575.00,275.00,181.00,226.00,125.00,63.00,APPROVED
CA: SAN DIEGO,01/02/2019 00:37:00,102.00,3300.00,1856.00,573.00,275.00,184.00,231.00,130.00,63.00,APPROVED
CA: SAN DIEGO,01/02/2019 01:37:00,103.00,3303.00,1854.00,568.00,274.00,182.00,230.00,127.00,63.00,APPROVED
CA: SAN DIEGO,01/02/2019 02:37:00,101.00,3324.00,1866.00,575.00,273.00,184.00,228.00,127.00,64.00,APPROVED
CA: SAN DIEGO,01/02/2019 03:37:00,102.00,3327.00,1868.00,584.00,278.00,185.00,226.00,132.00,65.00,APPROVED
CA: SAN DIEGO,01/02/2019 04:37:00,103.00,3333.00,1873.00,575.00,281.00,185.00,228.00,129.00,63.00,APPROVED
CA: SAN DIEGO,01/02/2019 05:38:00,103.00,3333.00,1881.00,584.00,277.00,185.00,223.00,132.00,62.00,APPROVED
CA: SAN DIEGO,01/02/2019 06:38:00,106.00,3324.00,1867.00,579.00,275.00,185.00,226.00,131.00,64.00,APPROVED
CA: SAN DIEGO,01/02/2019 07:38:00,105.00,3335.00,1876.00,579.00,273.00,184.00,227.00,131.00,64.00,APPROVED
CA: SAN DIEGO,01/02/2019 08:38:00,101.00,3327.00,1879.00,582.00,277.00,181.00,226.00,130.00,65.00,APPROVED
CA: SAN DIEGO,01/02/2019 09:39:00,103.00,3338.00,1877.00,576.00,274.00,181.00,228.00,130.00,64.00,APPROVED
CA: SAN DIEGO,01/02/2019 10:39:00,106.00,3341.00,1886.00,585.00,274.00,184.00,230.00,132.00,64.00,APPROVED
CA: SAN DIEGO,01/02/2019 11:39:00,103.00,3339.00,1906.00,585.00,281.00,188.00,231.00,132.00,64.00,APPROVED
CA: SAN DIEGO,01/02/2019 12:39:00,105.00,3353.00,1956.00,596.00,291.00,189.00,237.00,139.00,64.00,APPROVED
CA: SAN DIEGO,01/02/2019 13:40:00,105.00,3356.00,1914.00,594.00,283.00,190.00,237.00,133.00,66.00,APPROVED
CA: SAN DIEGO,01/02/2019 14:40:00,108.00,3394.00,1977.00,606.00,292.00,189.00,240.00,137.00,66.00,APPROVED
CA: SAN DIEGO,01/02/2019 15:40:00,110.00,3402.00,1990.00,611.00,298.00,195.00,245.00,143.00,64.00,APPROVED
CA: SAN DIEGO,01/02/2019 16:40:00,107.00,3374.00,1951.00,605.00,289.00,188.00,238.00,135.00,66.00,APPROVED
CA: SAN DIEGO,01/02/2019 17:41:00,103.00,3351.00,1902.00,596.00,281.00,184.00,239.00,126.00,65.00,APPROVED
CA: SAN DIEGO,01/02/2019 18:41:00,106.00,3312.00,1865.00,580.00,276.00,185.00,232.00,124.00,65.00,APPROVED
CA: SAN DIEGO,01/02/2019 20:09:00,102.00,3248.00,1776.00,545.00,257.00,173.00,213.00,122.00,63.00,APPROVED
CA: SAN DIEGO,01/02/2019 22:09:00,102.00,3281.00,1821.00,554.00,274.00,178.00,213.00,133.00,63.00,APPROVED
CA: SAN DIEGO,01/02/2019 23:09:00,102.00,3273.00,1818.00,563.00,270.00,181.00,219.00,130.00,63.00,APPROVED
CA: SAN DIEGO,01/03/2019 00:10:00,102.00,3268.00,1813.00,560.00,266.00,178.00,218.00,128.00,60.00,APPROVED
CA: SAN DIEGO,01/03/2019 01:10:00,104.00,3274.00,1824.00,555.00,270.00,182.00,221.00,127.00,64.00,APPROVED
CA: SAN DIEGO,01/03/2019 02:10:00,101.00,3267.00,1807.00,562.00,262.00,183.00,220.00,124.00,60.00,APPROVED
CA: SAN DIEGO,01/03/2019 03:10:00,103.00,3293.00,1837.00,568.00,267.00,181.00,225.00,125.00,63.00,APPROVED
CA: SAN DIEGO,01/03/2019 04:11:00,100.00,3308.00,1866.00,574.00,273.00,187.00,225.00,128.00,62.00,APPROVED
CA: SAN DIEGO,01/03/2019 05:11:00,100.00,3313.00,1872.00,571.00,275.00,184.00,224.00,131.00,64.00,APPROVED
CA: SAN DIEGO,01/03/2019 06:11:00,100.00,3337.00,1883.00,574.00,279.00,185.00,226.00,132.00,64.00,APPROVED
CA: SAN DIEGO,01/03/2019 07:11:00,103.00,3358.00,1889.00,585.00,277.00,186.00,228.00,135.00,64.00,APPROVED
CA: SAN DIEGO,01/03/2019 08:11:00,104.00,3358.00,1898.00,580.00,280.00,185.00,227.00,132.00,63.00,APPROVED
CA: SAN DIEGO,01/03/2019 09:12:00,103.00,3350.00,1906.00,586.00,284.00,186.00,234.00,134.00,65.00,APPROVED
CA: SAN DIEGO,01/03/2019 10:12:00,103.00,3366.00,1902.00,590.00,280.00,183.00,232.00,135.00,63.00,APPROVED
CA: SAN DIEGO,01/03/2019 11:12:00,102.00,3367.00,1911.00,590.00,284.00,184.00,230.00,135.00,63.00,APPROVED
CA: SAN DIEGO,01/03/2019 12:12:00,104.00,3365.00,1924.00,591.00,286.00,188.00,231.00,134.00,63.00,APPROVED
CA: SAN DIEGO,01/03/2019 13:13:00,104.00,3374.00,1926.00,593.00,285.00,186.00,230.00,134.00,65.00,APPROVED
CA: SAN DIEGO,01/03/2019 14:13:00,105.00,3351.00,1919.00,593.00,280.00,192.00,231.00,134.00,65.00,APPROVED
CA: SAN DIEGO,01/03/2019 16:13:00,107.00,3358.00,1936.00,598.00,285.00,192.00,236.00,137.00,64.00,APPROVED
CA: SAN DIEGO,01/03/2019 17:14:00,104.00,3372.00,1921.00,600.00,284.00,187.00,241.00,131.00,66.00,APPROVED
CA: SAN DIEGO,01/03/2019 22:15:00,100.00,3295.00,1858.00,571.00,275.00,182.00,215.00,135.00,63.00,APPROVED
CA: SAN DIEGO,01/03/2019 23:15:00,103.00,3276.00,1841.00,566.00,274.00,183.00,220.00,135.00,63.00,APPROVED
CA: SAN DIEGO,01/04/2019 00:15:00,101.00,3288.00,1839.00,567.00,273.00,180.00,216.00,134.00,62.00,APPROVED
CA: SAN DIEGO,01/04/2019 01:15:00,101.00,3293.00,1833.00,568.00,270.00,179.00,216.00,128.00,61.00,APPROVED
CA: SAN DIEGO,01/04/2019 02:16:00,104.00,3304.00,1838.00,564.00,269.00,180.00,224.00,128.00,62.00,APPROVED
CA: SAN DIEGO,01/04/2019 03:16:00,100.00,3303.00,1843.00,576.00,267.00,183.00,225.00,125.00,63.00,APPROVED
CA: SAN DIEGO,01/04/2019 04:16:00,100.00,3361.00,1903.00,588.00,276.00,187.00,239.00,124.00,63.00,APPROVED
CA: SAN DIEGO,01/04/2019 05:16:00,103.00,3364.00,1906.00,591.00,281.00,188.00,232.00,131.00,66.00,APPROVED
CA: SAN DIEGO,01/04/2019 06:17:00,102.00,3348.00,1892.00,588.00,279.00,188.00,233.00,129.00,63.00,APPROVED
CA: SAN DIEGO,01/04/2019 07:17:00,100.00,3350.00,1899.00,589.00,281.00,189.00,232.00,132.00,64.00,APPROVED
CA: SAN DIEGO,01/04/2019 08:17:00,102.00,3389.00,1937.00,599.00,286.00,189.00,234.00,134.00,65.00,APPROVED
CA: SAN DIEGO,01/04/2019 09:17:00,104.00,3404.00,1956.00,603.00,289.00,190.00,236.00,136.00,66.00,APPROVED
CA: SAN DIEGO,01/04/2019 10:18:00,106.00,3406.00,1966.00,608.00,293.00,191.00,238.00,136.00,67.00,APPROVED
CA: SAN DIEGO,01/04/2019 11:18:00,104.00,3426.00,1978.00,611.00,290.00,195.00,242.00,140.00,63.00,APPROVED
CA: SAN DIEGO,01/04/2019 12:18:00,106.00,3425.00,1984.00,617.00,291.00,192.00,244.00,140.00,66.00,APPROVED
CA: SAN DIEGO,01/04/2019 13:18:00,106.00,3430.00,1990.00,613.00,295.00,192.00,242.00,140.00,65.00,APPROVED
CA: SAN DIEGO,01/04/2019 14:18:00,107.00,3445.00,2017.00,628.00,297.00,197.00,243.00,141.00,66.00,APPROVED
CA: SAN DIEGO,01/04/2019 15:19:00,106.00,3463.00,2006.00,619.00,301.00,195.00,251.00,142.00,66.00,APPROVED
CA: SAN DIEGO,01/04/2019 16:19:00,106.00,3451.00,2013.00,625.00,303.00,195.00,250.00,142.00,67.00,APPROVED
CA: SAN DIEGO,01/04/2019 17:19:00,110.00,3457.00,2009.00,632.00,297.00,194.00,252.00,137.00,66.00,APPROVED
CA: SAN DIEGO,01/04/2019 18:19:00,104.00,3431.00,1992.00,622.00,296.00,192.00,246.00,139.00,64.00,APPROVED
CA: SAN DIEGO,01/04/2019 19:20:00,103.00,3363.00,1943.00,603.00,292.00,190.00,233.00,140.00,64.00,APPROVED
CA: SAN DIEGO,01/04/2019 20:20:00,103.00,3366.00,1927.00,595.00,288.00,186.00,228.00,141.00,64.00,APPROVED
CA: SAN DIEGO,01/04/2019 21:20:00,104.00,3357.00,1917.00,588.00,286.00,185.00,224.00,143.00,67.00,APPROVED
CA: SAN DIEGO,01/04/2019 22:20:00,103.00,3354.00,1916.00,583.00,285.00,188.00,219.00,141.00,64.00,APPROVED
CA: SAN DIEGO,01/04/2019 23:21:00,107.00,3351.00,1895.00,586.00,283.00,187.00,223.00,139.00,64.00,APPROVED
CA: SAN DIEGO,01/05/2019 00:21:00,105.00,3350.00,1903.00,582.00,284.00,188.00,223.00,141.00,65.00,APPROVED
CA: SAN DIEGO,01/05/2019 01:21:00,104.00,3345.00,1901.00,581.00,279.00,185.00,220.00,137.00,63.00,APPROVED
CA: SAN DIEGO,01/05/2019 02:21:00,106.00,3369.00,1896.00,584.00,278.00,190.00,229.00,131.00,63.00,APPROVED
CA: SAN DIEGO,01/05/2019 03:21:00,103.00,3368.00,1915.00,595.00,276.00,186.00,239.00,130.00,64.00,APPROVED
CA: SAN DIEGO,01/05/2019 04:22:00,104.00,3422.00,1971.00,614.00,289.00,192.00,248.00,129.00,65.00,APPROVED
CA: SAN DIEGO,01/05/2019 05:22:00,107.00,3404.00,1929.00,610.00,286.00,191.00,247.00,127.00,68.00,APPROVED
CA: SAN DIEGO,01/05/2019 06:22:00,102.00,3406.00,1925.00,610.00,286.00,189.00,245.00,123.00,65.00,APPROVED
CA: SAN DIEGO,01/05/2019 07:22:00,105.00,3424.00,1964.00,619.00,289.00,194.00,252.00,123.00,66.00,APPROVED
CA: SAN DIEGO,01/05/2019 08:23:00,105.00,3426.00,1961.00,621.00,288.00,192.00,256.00,123.00,64.00,APPROVED
CA: SAN DIEGO,01/05/2019 09:23:00,106.00,3439.00,1976.00,627.00,290.00,191.00,252.00,125.00,65.00,APPROVED
CA: SAN DIEGO,01/05/2019 10:23:00,107.00,3467.00,1991.00,629.00,287.00,195.00,260.00,125.00,67.00,APPROVED
CA: SAN DIEGO,01/05/2019 11:23:00,105.00,3479.00,2015.00,638.00,296.00,194.00,259.00,132.00,66.00,APPROVED
CA: SAN DIEGO,01/05/2019 12:24:00,107.00,3502.00,2058.00,648.00,297.00,200.00,265.00,131.00,68.00,APPROVED
CA: SAN DIEGO,01/05/2019 13:24:00,108.00,3528.00,2095.00,664.00,306.00,206.00,265.00,132.00,68.00,APPROVED
CA: SAN DIEGO,01/05/2019 14:24:00,108.00,3557.00,2123.00,674.00,314.00,209.00,272.00,138.00,68.00,APPROVED
CA: SAN DIEGO,01/05/2019 15:24:00,111.00,3577.00,2149.00,682.00,313.00,207.00,277.00,139.00,67.00,APPROVED
CA: SAN DIEGO,01/05/2019 16:24:00,109.00,3615.00,2198.00,704.00,325.00,213.00,290.00,141.00,70.00,APPROVED
CA: SAN DIEGO,01/05/2019 17:25:00,109.00,3566.00,2130.00,679.00,315.00,208.00,278.00,140.00,70.00,APPROVED
CA: SAN DIEGO,01/05/2019 18:25:00,105.00,3485.00,2049.00,638.00,302.00,199.00,260.00,135.00,69.00,APPROVED
CA: SAN DIEGO,01/05/2019 19:25:00,108.00,3440.00,1984.00,623.00,295.00,193.00,250.00,133.00,67.00,APPROVED
CA: SAN DIEGO,01/05/2019 20:25:00,105.00,3413.00,1958.00,613.00,295.00,190.00,241.00,137.00,66.00,APPROVED
CA: SAN DIEGO,01/05/2019 21:26:00,104.00,3348.00,1914.00,592.00,279.00,189.00,232.00,131.00,64.00,APPROVED
CA: SAN DIEGO,01/05/2019 22:26:00,102.00,3349.00,1893.00,585.00,274.00,184.00,226.00,134.00,64.00,APPROVED
CA: SAN DIEGO,01/05/2019 23:26:00,104.00,3373.00,1910.00,590.00,279.00,186.00,228.00,134.00,65.00,APPROVED
CA: SAN DIEGO,01/06/2019 00:26:00,100.00,3300.00,1853.00,578.00,272.00,185.00,226.00,129.00,67.00,APPROVED
CA: SAN DIEGO,01/06/2019 01:27:00,102.00,3323.00,1867.00,574.00,274.00,182.00,227.00,128.00,65.00,APPROVED
CA: SAN DIEGO,01/06/2019 02:27:00,99.00,3330.00,1872.00,584.00,271.00,183.00,231.00,126.00,64.00,APPROVED
CA: SAN DIEGO,01/06/2019 03:27:00,104.00,3336.00,1874.00,582.00,272.00,188.00,234.00,124.00,64.00,APPROVED
CA: SAN DIEGO,01/06/2019 04:27:00,105.00,3347.00,1893.00,587.00,278.00,186.00,232.00,127.00,65.00,APPROVED
CA: SAN DIEGO,01/06/2019 05:28:00,102.00,3317.00,1883.00,582.00,279.00,184.00,235.00,128.00,66.00,APPROVED
CA: SAN DIEGO,01/06/2019 06:28:00,102.00,3306.00,1873.00,588.00,274.00,185.00,229.00,124.00,64.00,APPROVED
CA: SAN DIEGO,01/06/2019 07:28:00,105.00,3340.00,1877.00,589.00,278.00,183.00,232.00,126.00,63.00,APPROVED
CA: SAN DIEGO,01/06/2019 08:28:00,104.00,3354.00,1891.00,592.00,271.00,181.00,234.00,122.00,63.00,APPROVED
CA: SAN DIEGO,01/06/2019 09:28:00,108.00,3388.00,1909.00,600.00,275.00,187.00,238.00,127.00,65.00,APPROVED
CA: SAN DIEGO,01/06/2019 10:29:00,104.00,3263.00,1822.00,569.00,264.00,178.00,225.00,118.00,63.00,APPROVED
CA: SAN DIEGO,01/06/2019 11:29:00,100.00,3162.00,1734.00,547.00,249.00,171.00,216.00,115.00,62.00,APPROVED
CA: SAN DIEGO,01/06/2019 12:29:00,98.00,3159.00,1734.00,545.00,252.00,172.00,215.00,114.00,63.00,APPROVED
CA: SAN DIEGO,01/06/2019 13:29:00,97.00,3168.00,1731.00,538.00,252.00,171.00,216.00,114.00,62.00,APPROVED
CA: SAN DIEGO,01/06/2019 14:30:00,98.00,3128.00,1710.00,536.00,250.00,171.00,214.00,112.00,64.00,APPROVED
CA: SAN DIEGO,01/06/2019 15:30:00,97.00,3124.00,1693.00,527.00,246.00,167.00,211.00,112.00,63.00,APPROVED
CA: SAN DIEGO,01/06/2019 16:30:00,97.00,3133.00,1702.00,533.00,248.00,169.00,213.00,111.00,63.00,APPROVED
CA: SAN DIEGO,01/06/2019 17:30:00,97.00,3113.00,1710.00,530.00,249.00,172.00,211.00,116.00,63.00,APPROVED
CA: SAN DIEGO,01/06/2019 18:31:00,99.00,3117.00,1702.00,522.00,250.00,169.00,207.00,119.00,61.00,APPROVED
CA: SAN DIEGO,01/06/2019 19:31:00,96.00,3109.00,1695.00,522.00,249.00,171.00,200.00,122.00,60.00,APPROVED
CA: SAN DIEGO,01/06/2019 20:31:00,99.00,3145.00,1725.00,532.00,247.00,170.00,200.00,127.00,61.00,APPROVED
CA: SAN DIEGO,01/06/2019 21:31:00,97.00,3145.00,1720.00,530.00,252.00,173.00,203.00,126.00,63.00,APPROVED
CA: SAN DIEGO,01/06/2019 22:31:00,98.00,3158.00,1721.00,532.00,248.00,173.00,207.00,123.00,64.00,APPROVED
CA: SAN DIEGO,01/06/2019 23:32:00,97.00,3157.00,1722.00,534.00,251.00,169.00,207.00,122.00,62.00,APPROVED
CA: SAN DIEGO,01/07/2019 00:32:00,98.00,3141.00,1719.00,533.00,253.00,171.00,203.00,126.00,61.00,APPROVED
CA: SAN DIEGO,01/07/2019 01:32:00,97.00,3163.00,1722.00,531.00,251.00,169.00,206.00,122.00,62.00,APPROVED
CA: SAN DIEGO,01/07/2019 02:32:00,98.00,3159.00,1721.00,537.00,253.00,169.00,209.00,118.00,64.00,APPROVED
CA: SAN DIEGO,01/07/2019 03:33:00,95.00,3190.00,1755.00,548.00,258.00,175.00,219.00,119.00,62.00,APPROVED
CA: SAN DIEGO,01/07/2019 04:33:00,95.00,3199.00,1794.00,568.00,261.00,178.00,228.00,116.00,60.00,APPROVED
CA: SAN DIEGO,01/07/2019 05:33:00,97.00,3188.00,1766.00,553.00,260.00,174.00,227.00,114.00,62.00,APPROVED
CA: SAN DIEGO,01/07/2019 06:33:00,100.00,3159.00,1760.00,551.00,256.00,177.00,224.00,116.00,62.00,APPROVED
CA: SAN DIEGO,01/07/2019 07:34:00,98.00,3169.00,1733.00,545.00,252.00,173.00,226.00,109.00,62.00,APPROVED
CA: SAN DIEGO,01/07/2019 08:34:00,100.00,3169.00,1746.00,542.00,253.00,174.00,226.00,109.00,63.00,APPROVED
CA: SAN DIEGO,01/07/2019 09:34:00,99.00,3208.00,1760.00,552.00,261.00,175.00,228.00,110.00,60.00,APPROVED
CA: SAN DIEGO,01/07/2019 10:34:00,98.00,3180.00,1765.00,555.00,257.00,177.00,230.00,111.00,62.00,APPROVED
CA: SAN DIEGO,01/07/2019 11:35:00,101.00,3195.00,1763.00,558.00,261.00,176.00,225.00,110.00,63.00,APPROVED
CA: SAN DIEGO,01/07/2019 12:35:00,97.00,3204.00,1770.00,558.00,260.00,174.00,229.00,113.00,63.00,APPROVED
CA: SAN DIEGO,01/07/2019 13:35:00,98.00,3226.00,1797.00,569.00,263.00,178.00,230.00,115.00,61.00,APPROVED
CA: SAN DIEGO,01/07/2019 14:35:00,98.00,3229.00,1832.00,570.00,273.00,180.00,230.00,125.00,63.00,APPROVED
CA: SAN DIEGO,01/07/2019 15:35:00,100.00,3268.00,1837.00,570.00,268.00,183.00,235.00,119.00,61.00,APPROVED
CA: SAN DIEGO,01/07/2019 16:36:00,102.00,3256.00,1830.00,581.00,266.00,183.00,237.00,120.00,63.00,APPROVED
CA: SAN DIEGO,01/07/2019 17:36:00,104.00,3241.00,1832.00,571.00,269.00,181.00,229.00,123.00,62.00,APPROVED
CA: SAN DIEGO,01/07/2019 18:36:00,99.00,3200.00,1793.00,558.00,263.00,180.00,217.00,128.00,63.00,APPROVED
CA: SAN DIEGO,01/07/2019 19:36:00,99.00,3184.00,1764.00,552.00,257.00,175.00,211.00,130.00,63.00,APPROVED
CA: SAN DIEGO,01/07/2019 20:37:00,98.00,3173.00,1756.00,539.00,262.00,170.00,204.00,129.00,62.00,APPROVED
CA: SAN DIEGO,01/07/2019 21:37:00,99.00,3148.00,1746.00,536.00,258.00,172.00,203.00,130.00,59.00,APPROVED
CA: SAN DIEGO,01/07/2019 22:37:00,97.00,3156.00,1731.00,531.00,252.00,171.00,200.00,129.00,61.00,APPROVED
CA: SAN DIEGO,01/07/2019 23:37:00,95.00,3141.00,1719.00,534.00,254.00,175.00,203.00,126.00,62.00,APPROVED
CA: SAN DIEGO,01/08/2019 00:38:00,97.00,3135.00,1716.00,531.00,249.00,171.00,203.00,124.00,63.00,APPROVED
CA: SAN DIEGO,01/08/2019 01:38:00,96.00,3134.00,1719.00,526.00,252.00,170.00,202.00,125.00,61.00,APPROVED
CA: SAN DIEGO,01/08/2019 02:38:00,96.00,3151.00,1721.00,532.00,251.00,171.00,207.00,119.00,62.00,APPROVED
CA: SAN DIEGO,01/08/2019 03:38:00,99.00,3165.00,1723.00,536.00,250.00,171.00,210.00,117.00,61.00,APPROVED
CA: SAN DIEGO,01/08/2019 04:38:00,97.00,3180.00,1750.00,543.00,257.00,175.00,217.00,120.00,62.00,APPROVED
CA: SAN DIEGO,01/08/2019 05:39:00,99.00,3215.00,1793.00,555.00,264.00,175.00,225.00,122.00,63.00,APPROVED
CA: SAN DIEGO,01/08/2019 06:39:00,100.00,3220.00,1805.00,568.00,262.00,179.00,226.00,120.00,63.00,APPROVED
CA: SAN DIEGO,01/08/2019 07:39:00,100.00,3242.00,1810.00,567.00,263.00,182.00,228.00,120.00,64.00,APPROVED
CA: SAN DIEGO,01/08/2019 08:39:00,100.00,3228.00,1804.00,564.00,263.00,178.00,226.00,121.00,62.00,APPROVED
CA: SAN DIEGO,01/08/2019 09:40:00,102.00,3251.00,1810.00,572.00,262.00,180.00,232.00,118.00,61.00,APPROVED
CA: SAN DIEGO,01/08/2019 10:40:00,103.00,3254.00,1811.00,566.00,267.00,183.00,231.00,119.00,65.00,APPROVED
CA: SAN DIEGO,01/08/2019 11:40:00,98.00,3235.00,1805.00,567.00,265.00,177.00,228.00,117.00,65.00,APPROVED
CA: SAN DIEGO,01/08/2019 12:40:00,100.00,3250.00,1809.00,570.00,263.00,179.00,229.00,122.00,63.00,APPROVED
CA: SAN DIEGO,01/08/2019 13:41:00,100.00,3253.00,1820.00,569.00,266.00,184.00,230.00,120.00,64.00,APPROVED
CA: SAN DIEGO,01/08/2019 14:41:00,101.00,3261.00,1826.00,576.00,270.00,179.00,236.00,121.00,64.00,APPROVED
CA: SAN DIEGO,01/08/2019 15:41:00,103.00,3258.00,1826.00,579.00,269.00,181.00,229.00,120.00,63.00,APPROVED
CA: SAN DIEGO,01/08/2019 16:41:00,100.00,3260.00,1845.00,575.00,276.00,181.00,230.00,126.00,64.00,APPROVED
CA: SAN DIEGO,01/08/2019 17:42:00,101.00,3257.00,1848.00,567.00,274.00,180.00,219.00,134.00,63.00,APPROVED
CA: SAN DIEGO,01/08/2019 18:42:00,100.00,3240.00,1828.00,558.00,274.00,182.00,214.00,136.00,65.00,APPROVED
CA: SAN DIEGO,01/08/2019 19:42:00,97.00,3239.00,1831.00,553.00,269.00,179.00,211.00,137.00,61.00,APPROVED
CA: SAN DIEGO,01/08/2019 20:42:00,99.00,3241.00,1827.00,551.00,270.00,179.00,209.00,136.00,61.00,APPROVED
CA: SAN DIEGO,01/08/2019 21:42:00,103.00,3239.00,1819.00,550.00,269.00,179.00,210.00,139.00,64.00,APPROVED
CA: SAN DIEGO,01/08/2019 22:43:00,100.00,3249.00,1831.00,555.00,268.00,181.00,212.00,137.00,62.00,APPROVED
CA: SAN DIEGO,01/08/2019 23:43:00,100.00,3247.00,1815.00,557.00,268.00,179.00,210.00,138.00,63.00,APPROVED
CA: SAN DIEGO,01/09/2019 00:43:00,100.00,3226.00,1803.00,558.00,267.00,179.00,209.00,137.00,63.00,APPROVED
CA: SAN DIEGO,01/09/2019 01:43:00,99.00,3224.00,1794.00,554.00,266.00,179.00,210.00,133.00,61.00,APPROVED
CA: SAN DIEGO,01/09/2019 02:44:00,101.00,3247.00,1802.00,561.00,269.00,177.00,214.00,128.00,62.00,APPROVED
CA: SAN DIEGO,01/09/2019 03:44:00,101.00,3240.00,1813.00,562.00,273.00,177.00,218.00,128.00,62.00,APPROVED
CA: SAN DIEGO,01/09/2019 04:44:00,97.00,3230.00,1811.00,563.00,262.00,178.00,222.00,126.00,63.00,APPROVED
CA: SAN DIEGO,01/09/2019 05:44:00,103.00,3261.00,1818.00,561.00,264.00,180.00,221.00,127.00,64.00,APPROVED
CA: SAN DIEGO,01/09/2019 06:45:00,98.00,3274.00,1834.00,571.00,268.00,180.00,227.00,125.00,65.00,APPROVED
CA: SAN DIEGO,01/09/2019 07:45:00,101.00,3298.00,1880.00,586.00,278.00,185.00,236.00,128.00,65.00,APPROVED
CA: SAN DIEGO,01/09/2019 08:45:00,101.00,3292.00,1876.00,587.00,275.00,182.00,231.00,125.00,63.00,APPROVED
CA: SAN DIEGO,01/09/2019 09:45:00,99.00,3310.00,1895.00,593.00,280.00,187.00,240.00,129.00,64.00,APPROVED
CA: SAN DIEGO,01/09/2019 10:45:00,102.00,3311.00,1896.00,596.00,278.00,188.00,239.00,127.00,66.00,APPROVED
