LOCATION_NAME,SAMPLE COLLECTION TIME,DOSE EQUIVALENT RATE (nSv/h),GAMMA COUNT RATE R02 (CPM),GAMMA COUNT RATE R03 (CPM),GAMMA COUNT RATE R04 (CPM),GAMMA COUNT RATE R05 (CPM),GAMMA COUNT RATE R06 (CPM),GAMMA COUNT RATE R07 (CPM),GAMMA COUNT RATE R08 (CPM),GAMMA COUNT RATE R09 (CPM),STATUS
CA: SAN DIEGO,01/01/2007 00:23:00,,210.00,92.00,77.00,47.00,189.00,1105.00,4293.00,977.00,APPROVED
CA: SAN DIEGO,01/01/2007 01:24:00,,215.00,99.00,74.00,48.00,189.00,1117.00,4267.00,985.00,APPROVED
CA: SAN DIEGO,01/01/2007 02:24:00,,219.00,102.00,74.00,50.00,193.00,1145.00,4303.00,1010.00,APPROVED
CA: SAN DIEGO,01/01/2007 03:24:00,,231.00,107.00,75.00,54.00,202.00,1210.00,4347.00,1063.00,APPROVED
CA: SAN DIEGO,01/01/2007 05:24:00,,230.00,110.00,72.00,54.00,201.00,1216.00,4312.00,1058.00,APPROVED
CA: SAN DIEGO,01/01/2007 07:25:00,,219.00,103.00,71.00,52.00,194.00,1162.00,4289.00,1007.00,APPROVED
CA: SAN DIEGO,01/01/2007 08:25:00,,218.00,102.00,73.00,51.00,194.00,1156.00,4317.00,1007.00,APPROVED
CA: SAN DIEGO,01/01/2007 09:25:00,,223.00,103.00,73.00,51.00,199.00,1170.00,4314.00,1015.00,APPROVED
CA: SAN DIEGO,01/01/2007 10:25:00,,224.00,103.00,76.00,52.00,200.00,1182.00,4328.00,1030.00,APPROVED
CA: SAN DIEGO,01/01/2007 11:26:00,,230.00,107.00,75.00,54.00,202.00,1201.00,4324.00,1053.00,APPROVED
CA: SAN DIEGO,01/01/2007 12:26:00,,240.00,114.00,74.00,58.00,211.00,1266.00,4339.00,1103.00,APPROVED
CA: SAN DIEGO,01/01/2007 13:26:00,,247.00,117.00,77.00,59.00,211.00,1288.00,4358.00,1129.00,APPROVED
CA: SAN DIEGO,01/01/2007 14:26:00,,260.00,124.00,76.00,65.00,222.00,1379.00,4441.00,1201.00,APPROVED
CA: SAN DIEGO,01/01/2007 15:26:00,,251.00,124.00,76.00,65.00,219.00,1353.00,4455.00,1173.00,APPROVED
CA: SAN DIEGO,01/01/2007 16:27:00,,240.00,109.00,81.00,58.00,209.00,1262.00,4430.00,1091.00,APPROVED
CA: SAN DIEGO,01/01/2007 17:27:00,,223.00,95.00,85.00,53.00,195.00,1163.00,4361.00,994.00,APPROVED
CA: SAN DIEGO,01/01/2007 18:27:00,,215.00,90.00,85.00,51.00,189.00,1123.00,4361.00,972.00,APPROVED
CA: SAN DIEGO,01/01/2007 19:27:00,,215.00,86.00,88.00,48.00,189.00,1112.00,4374.00,974.00,APPROVED
CA: SAN DIEGO,01/01/2007 20:27:00,,218.00,85.00,92.00,51.00,188.00,1124.00,4406.00,987.00,APPROVED
CA: SAN DIEGO,01/01/2007 21:28:00,,218.00,87.00,87.00,48.00,187.00,1116.00,4400.00,988.00,APPROVED
CA: SAN DIEGO,01/01/2007 22:28:00,,213.00,87.00,86.00,49.00,190.00,1117.00,4389.00,979.00,APPROVED
CA: SAN DIEGO,01/01/2007 23:28:00,,214.00,89.00,83.00,49.00,191.00,1119.00,4360.00,988.00,APPROVED
CA: SAN DIEGO,01/02/2007 00:28:00,,211.00,94.00,81.00,49.00,189.00,1117.00,4320.00,983.00,APPROVED
CA: SAN DIEGO,01/02/2007 01:28:00,,213.00,101.00,74.00,50.00,190.00,1123.00,4313.00,987.00,APPROVED
CA: SAN DIEGO,01/02/2007 02:28:00,,221.00,102.00,76.00,52.00,196.00,1161.00,4307.00,1001.00,APPROVED
CA: SAN DIEGO,01/02/2007 03:29:00,,231.00,110.00,72.00,55.00,203.00,1216.00,4345.00,1078.00,APPROVED
CA: SAN DIEGO,01/02/2007 04:29:00,,233.00,115.00,74.00,59.00,205.00,1244.00,4349.00,1085.00,APPROVED
CA: SAN DIEGO,01/02/2007 05:29:00,,241.00,120.00,71.00,56.00,209.00,1266.00,4376.00,1110.00,APPROVED
CA: SAN DIEGO,01/02/2007 06:29:00,,241.00,120.00,69.00,59.00,211.00,1279.00,4372.00,1104.00,APPROVED
CA: SAN DIEGO,01/02/2007 07:29:00,,234.00,121.00,69.00,59.00,211.00,1271.00,4367.00,1113.00,APPROVED
CA: SAN DIEGO,01/02/2007 08:30:00,,230.00,117.00,67.00,56.00,202.00,1230.00,4309.00,1069.00,APPROVED
CA: SAN DIEGO,01/02/2007 09:30:00,,226.00,113.00,68.00,56.00,202.00,1217.00,4293.00,1048.00,APPROVED
CA: SAN DIEGO,01/02/2007 10:30:00,,221.00,116.00,64.00,53.00,197.00,1193.00,4264.00,1033.00,APPROVED
CA: SAN DIEGO,01/02/2007 11:30:00,,211.00,109.00,63.00,53.00,193.00,1154.00,4200.00,1004.00,APPROVED
CA: SAN DIEGO,01/02/2007 12:30:00,,206.00,106.00,63.00,50.00,184.00,1113.00,4090.00,961.00,APPROVED
CA: SAN DIEGO,01/02/2007 13:31:00,,202.00,104.00,65.00,51.00,181.00,1098.00,4093.00,966.00,APPROVED
CA: SAN DIEGO,01/02/2007 14:31:00,,207.00,104.00,65.00,52.00,186.00,1113.00,4032.00,972.00,APPROVED
CA: SAN DIEGO,01/02/2007 15:31:00,,207.00,99.00,67.00,52.00,183.00,1111.00,4075.00,978.00,APPROVED
CA: SAN DIEGO,01/02/2007 16:31:00,,210.00,86.00,77.00,49.00,175.00,1071.00,4069.00,937.00,APPROVED
