LOCATION_NAME,SAMPLE COLLECTION TIME,DOSE EQUIVALENT RATE (nSv/h),GAMMA COUNT RATE R02 (CPM),GAMMA COUNT RATE R03 (CPM),GAMMA COUNT RATE R04 (CPM),GAMMA COUNT RATE R05 (CPM),GAMMA COUNT RATE R06 (CPM),GAMMA COUNT RATE R07 (CPM),GAMMA COUNT RATE R08 (CPM),GAMMA COUNT RATE R09 (CPM),STATUS
CA: SAN DIEGO,01/02/2014 13:52:00,,4374.00,2559.00,708.00,409.00,238.00,280.00,174.00,70.00,APPROVED
CA: SAN DIEGO,01/02/2014 14:53:00,,4321.00,2486.00,691.00,391.00,228.00,266.00,171.00,69.00,APPROVED
CA: SAN DIEGO,01/02/2014 15:53:00,,4273.00,2436.00,682.00,374.00,220.00,258.00,162.00,67.00,APPROVED
CA: SAN DIEGO,01/02/2014 16:53:00,,4294.00,2421.00,673.00,364.00,221.00,254.00,161.00,67.00,APPROVED
CA: SAN DIEGO,01/02/2014 17:53:00,,4370.00,2491.00,695.00,378.00,224.00,263.00,164.00,69.00,APPROVED
CA: SAN DIEGO,01/02/2014 18:54:00,,4248.00,2369.00,676.00,354.00,219.00,253.00,157.00,63.00,APPROVED
CA: SAN DIEGO,01/02/2014 19:54:00,,4280.00,2367.00,664.00,350.00,217.00,245.00,154.00,67.00,APPROVED
CA: SAN DIEGO,01/02/2014 20:54:00,,4254.00,2343.00,664.00,346.00,213.00,243.00,156.00,65.00,APPROVED
CA: SAN DIEGO,01/02/2014 21:54:00,,4171.00,2279.00,643.00,337.00,211.00,238.00,151.00,64.00,APPROVED
CA: SAN DIEGO,01/02/2014 22:55:00,,4161.00,2266.00,644.00,335.00,206.00,240.00,150.00,64.00,APPROVED
CA: SAN DIEGO,01/02/2014 23:55:00,,4185.00,2297.00,646.00,336.00,213.00,243.00,153.00,63.00,APPROVED
CA: SAN DIEGO,01/03/2014 00:55:00,,4204.00,2322.00,654.00,346.00,208.00,246.00,157.00,64.00,APPROVED
CA: SAN DIEGO,01/03/2014 01:56:00,,4255.00,2387.00,666.00,356.00,216.00,252.00,159.00,66.00,APPROVED
CA: SAN DIEGO,01/03/2014 02:56:00,,4338.00,2491.00,689.00,377.00,222.00,260.00,167.00,67.00,APPROVED
CA: SAN DIEGO,01/03/2014 03:57:00,,4377.00,2530.00,709.00,399.00,230.00,268.00,169.00,69.00,APPROVED
CA: SAN DIEGO,01/03/2014 04:57:00,,4459.00,2597.00,718.00,410.00,232.00,278.00,171.00,71.00,APPROVED
CA: SAN DIEGO,01/03/2014 05:57:00,,4528.00,2738.00,749.00,437.00,242.00,294.00,180.00,73.00,APPROVED
CA: SAN DIEGO,01/03/2014 06:57:00,,4674.00,2877.00,783.00,478.00,259.00,317.00,192.00,76.00,APPROVED
CA: SAN DIEGO,01/03/2014 07:58:00,,4580.00,2819.00,780.00,474.00,255.00,318.00,192.00,74.00,APPROVED
CA: SAN DIEGO,01/03/2014 08:58:00,,4524.00,2716.00,755.00,449.00,251.00,300.00,184.00,75.00,APPROVED
CA: SAN DIEGO,01/03/2014 09:58:00,,4429.00,2590.00,725.00,412.00,233.00,279.00,170.00,70.00,APPROVED
CA: SAN DIEGO,01/03/2014 10:58:00,,4457.00,2611.00,722.00,410.00,231.00,275.00,174.00,70.00,APPROVED
CA: SAN DIEGO,01/03/2014 11:59:00,,4576.00,2733.00,752.00,442.00,241.00,296.00,182.00,74.00,APPROVED
CA: SAN DIEGO,01/03/2014 12:59:00,,4584.00,2744.00,752.00,438.00,245.00,298.00,182.00,71.00,APPROVED
CA: SAN DIEGO,01/03/2014 13:59:00,,4507.00,2680.00,733.00,430.00,246.00,289.00,178.00,71.00,APPROVED
CA: SAN DIEGO,01/03/2014 14:59:00,,4476.00,2606.00,725.00,416.00,234.00,284.00,179.00,73.00,APPROVED
CA: SAN DIEGO,01/03/2014 16:00:00,,4499.00,2630.00,725.00,411.00,235.00,284.00,176.00,70.00,APPROVED
CA: SAN DIEGO,01/03/2014 17:00:00,,4487.00,2632.00,734.00,413.00,237.00,285.00,178.00,70.00,APPROVED
CA: SAN DIEGO,01/03/2014 18:01:00,,4433.00,2576.00,724.00,396.00,232.00,279.00,171.00,69.00,APPROVED
CA: SAN DIEGO,01/03/2014 19:01:00,,4402.00,2487.00,700.00,384.00,227.00,269.00,162.00,66.00,APPROVED
CA: SAN DIEGO,01/03/2014 20:01:00,,4420.00,2524.00,707.00,383.00,226.00,267.00,168.00,67.00,APPROVED
CA: SAN DIEGO,01/03/2014 21:01:00,,4312.00,2418.00,681.00,368.00,221.00,256.00,163.00,66.00,APPROVED
CA: SAN DIEGO,01/03/2014 22:02:00,,4323.00,2421.00,683.00,364.00,219.00,255.00,156.00,68.00,APPROVED
CA: SAN DIEGO,01/03/2014 23:02:00,,4291.00,2407.00,678.00,363.00,221.00,254.00,160.00,65.00,APPROVED
CA: SAN DIEGO,01/04/2014 00:03:00,,4273.00,2378.00,679.00,358.00,215.00,251.00,161.00,65.00,APPROVED
CA: SAN DIEGO,01/04/2014 01:03:00,,4288.00,2409.00,680.00,361.00,220.00,253.00,161.00,64.00,APPROVED
CA: SAN DIEGO,01/04/2014 02:03:00,,4412.00,2502.00,705.00,388.00,228.00,267.00,168.00,69.00,APPROVED
CA: SAN DIEGO,01/04/2014 03:04:00,,4481.00,2625.00,722.00,418.00,236.00,280.00,177.00,68.00,APPROVED
CA: SAN DIEGO,01/04/2014 04:04:00,,4509.00,2722.00,754.00,444.00,242.00,296.00,182.00,71.00,APPROVED
CA: SAN DIEGO,01/04/2014 05:04:00,,4510.00,2734.00,753.00,458.00,251.00,305.00,185.00,73.00,APPROVED
CA: SAN DIEGO,01/04/2014 06:04:00,,4424.00,2659.00,736.00,441.00,244.00,294.00,181.00,73.00,APPROVED
CA: SAN DIEGO,01/04/2014 07:05:00,,4415.00,2599.00,730.00,422.00,238.00,285.00,177.00,71.00,APPROVED
CA: SAN DIEGO,01/04/2014 08:05:00,,4424.00,2613.00,731.00,426.00,241.00,286.00,180.00,72.00,APPROVED
CA: SAN DIEGO,01/04/2014 09:05:00,,4468.00,2688.00,737.00,437.00,243.00,301.00,179.00,72.00,APPROVED
CA: SAN DIEGO,01/04/2014 10:05:00,,4540.00,2766.00,766.00,469.00,250.00,306.00,189.00,76.00,APPROVED
CA: SAN DIEGO,01/04/2014 11:06:00,,4497.00,2700.00,747.00,445.00,249.00,299.00,180.00,75.00,APPROVED
CA: SAN DIEGO,01/04/2014 12:06:00,,4519.00,2726.00,749.00,448.00,244.00,298.00,184.00,75.00,APPROVED
CA: SAN DIEGO,01/04/2014 13:06:00,,4619.00,2859.00,790.00,480.00,261.00,319.00,196.00,77.00,APPROVED
CA: SAN DIEGO,01/04/2014 14:06:00,,4628.00,2888.00,796.00,494.00,261.00,325.00,197.00,81.00,APPROVED
CA: SAN DIEGO,01/04/2014 15:07:00,,4541.00,2820.00,773.00,477.00,251.00,317.00,190.00,79.00,APPROVED
CA: SAN DIEGO,01/04/2014 16:07:00,,4546.00,2779.00,777.00,470.00,251.00,310.00,188.00,77.00,APPROVED
CA: SAN DIEGO,01/04/2014 17:08:00,,4561.00,2751.00,765.00,458.00,250.00,306.00,185.00,74.00,APPROVED
CA: SAN DIEGO,01/04/2014 18:08:00,,4511.00,2691.00,752.00,431.00,244.00,294.00,182.00,74.00,APPROVED
CA: SAN DIEGO,01/04/2014 19:08:00,,4378.00,2554.00,717.00,403.00,232.00,275.00,171.00,70.00,APPROVED
CA: SAN DIEGO,01/04/2014 20:08:00,,4268.00,2448.00,695.00,376.00,225.00,262.00,165.00,70.00,APPROVED
CA: SAN DIEGO,01/04/2014 21:09:00,,4234.00,2411.00,682.00,370.00,218.00,258.00,164.00,68.00,APPROVED
CA: SAN DIEGO,01/04/2014 22:09:00,,4220.00,2367.00,675.00,362.00,219.00,252.00,158.00,66.00,APPROVED
CA: SAN DIEGO,01/04/2014 23:09:00,,4184.00,2343.00,666.00,357.00,212.00,249.00,158.00,66.00,APPROVED
CA: SAN DIEGO,01/05/2014 00:10:00,,4165.00,2349.00,665.00,352.00,218.00,251.00,156.00,65.00,APPROVED
CA: SAN DIEGO,01/05/2014 01:10:00,,4189.00,2348.00,664.00,356.00,217.00,248.00,158.00,65.00,APPROVED
CA: SAN DIEGO,01/05/2014 02:10:00,,4216.00,2375.00,663.00,360.00,213.00,253.00,161.00,66.00,APPROVED
CA: SAN DIEGO,01/05/2014 03:11:00,,4316.00,2477.00,682.00,382.00,219.00,261.00,164.00,66.00,APPROVED
CA: SAN DIEGO,01/05/2014 04:11:00,,4462.00,2691.00,732.00,432.00,244.00,295.00,180.00,72.00,APPROVED
CA: SAN DIEGO,01/05/2014 05:11:00,,4525.00,2808.00,774.00,477.00,257.00,316.00,192.00,76.00,APPROVED
CA: SAN DIEGO,01/05/2014 06:11:00,,4677.00,3003.00,823.00,533.00,272.00,343.00,209.00,80.00,APPROVED
CA: SAN DIEGO,01/05/2014 07:12:00,,4878.00,3293.00,910.00,613.00,295.00,390.00,230.00,87.00,APPROVED
CA: SAN DIEGO,01/05/2014 08:12:00,,4950.00,3368.00,929.00,629.00,306.00,401.00,237.00,92.00,APPROVED
CA: SAN DIEGO,01/05/2014 09:12:00,,4774.00,3140.00,879.00,578.00,290.00,375.00,222.00,90.00,APPROVED
CA: SAN DIEGO,01/05/2014 10:12:00,,4647.00,2936.00,817.00,514.00,268.00,337.00,203.00,82.00,APPROVED
CA: SAN DIEGO,01/05/2014 11:13:00,,4625.00,2852.00,791.00,475.00,257.00,314.00,194.00,79.00,APPROVED
CA: SAN DIEGO,01/05/2014 12:13:00,,4715.00,2982.00,819.00,506.00,261.00,335.00,200.00,81.00,APPROVED
CA: SAN DIEGO,01/05/2014 13:13:00,,4676.00,2970.00,830.00,506.00,267.00,334.00,203.00,80.00,APPROVED
CA: SAN DIEGO,01/05/2014 14:13:00,,4547.00,2800.00,782.00,468.00,249.00,310.00,191.00,78.00,APPROVED
CA: SAN DIEGO,01/05/2014 15:14:00,,4508.00,2720.00,759.00,448.00,247.00,292.00,185.00,76.00,APPROVED
CA: SAN DIEGO,01/05/2014 16:14:00,,4493.00,2690.00,752.00,427.00,242.00,286.00,179.00,76.00,APPROVED
CA: SAN DIEGO,01/05/2014 17:15:00,,4482.00,2664.00,745.00,420.00,238.00,286.00,176.00,75.00,APPROVED
CA: SAN DIEGO,01/05/2014 18:15:00,,4392.00,2574.00,726.00,401.00,233.00,275.00,173.00,73.00,APPROVED
CA: SAN DIEGO,01/05/2014 19:15:00,,4395.00,2510.00,707.00,378.00,227.00,267.00,166.00,69.00,APPROVED
CA: SAN DIEGO,01/05/2014 20:16:00,,4364.00,2475.00,696.00,373.00,222.00,261.00,165.00,71.00,APPROVED
CA: SAN DIEGO,01/05/2014 21:16:00,,4323.00,2435.00,692.00,370.00,225.00,256.00,161.00,68.00,APPROVED
CA: SAN DIEGO,01/05/2014 22:16:00,,4332.00,2443.00,689.00,366.00,222.00,252.00,163.00,66.00,APPROVED
CA: SAN DIEGO,01/05/2014 23:16:00,,4305.00,2414.00,680.00,367.00,218.00,258.00,161.00,67.00,APPROVED
CA: SAN DIEGO,01/06/2014 00:17:00,,4282.00,2411.00,677.00,364.00,219.00,249.00,156.00,66.00,APPROVED
CA: SAN DIEGO,01/06/2014 01:17:00,,4254.00,2386.00,673.00,357.00,220.00,250.00,157.00,66.00,APPROVED
CA: SAN DIEGO,01/06/2014 02:18:00,,4289.00,2428.00,687.00,370.00,223.00,256.00,163.00,66.00,APPROVED
CA: SAN DIEGO,01/06/2014 03:18:00,,4355.00,2519.00,704.00,390.00,228.00,267.00,167.00,69.00,APPROVED
CA: SAN DIEGO,01/06/2014 04:18:00,,4331.00,2500.00,699.00,386.00,224.00,268.00,168.00,69.00,APPROVED
CA: SAN DIEGO,01/06/2014 05:19:00,,4274.00,2447.00,689.00,376.00,223.00,263.00,167.00,69.00,APPROVED
CA: SAN DIEGO,01/06/2014 06:19:00,,4274.00,2404.00,675.00,365.00,217.00,255.00,159.00,67.00,APPROVED
CA: SAN DIEGO,01/06/2014 07:19:00,,4236.00,2392.00,672.00,362.00,215.00,248.00,158.00,66.00,APPROVED
CA: SAN DIEGO,01/06/2014 08:19:00,,4296.00,2470.00,684.00,377.00,226.00,259.00,164.00,68.00,APPROVED
CA: SAN DIEGO,01/06/2014 09:20:00,,4289.00,2482.00,688.00,386.00,219.00,259.00,167.00,68.00,APPROVED
CA: SAN DIEGO,01/06/2014 10:20:00,,4242.00,2417.00,678.00,375.00,218.00,255.00,164.00,67.00,APPROVED
CA: SAN DIEGO,01/06/2014 11:20:00,,4224.00,2407.00,667.00,365.00,218.00,251.00,158.00,66.00,APPROVED
CA: SAN DIEGO,01/06/2014 12:20:00,,4208.00,2383.00,665.00,361.00,218.00,251.00,162.00,65.00,APPROVED
CA: SAN DIEGO,01/06/2014 13:21:00,,4225.00,2387.00,660.00,367.00,218.00,251.00,164.00,68.00,APPROVED
CA: SAN DIEGO,01/06/2014 14:21:00,,4234.00,2372.00,669.00,361.00,214.00,249.00,157.00,64.00,APPROVED
CA: SAN DIEGO,01/06/2014 15:21:00,,4212.00,2372.00,662.00,359.00,214.00,247.00,161.00,66.00,APPROVED
CA: SAN DIEGO,01/06/2014 16:21:00,,4281.00,2449.00,684.00,372.00,220.00,262.00,163.00,69.00,APPROVED
CA: SAN DIEGO,01/06/2014 17:22:00,,4260.00,2418.00,677.00,370.00,215.00,258.00,161.00,67.00,APPROVED
CA: SAN DIEGO,01/06/2014 18:22:00,,4182.00,2313.00,656.00,346.00,213.00,244.00,155.00,65.00,APPROVED
CA: SAN DIEGO,01/06/2014 19:22:00,,4127.00,2249.00,641.00,330.00,208.00,237.00,150.00,62.00,APPROVED
CA: SAN DIEGO,01/06/2014 20:22:00,,4106.00,2230.00,631.00,324.00,206.00,232.00,149.00,62.00,APPROVED
CA: SAN DIEGO,01/06/2014 21:23:00,,4116.00,2219.00,631.00,324.00,202.00,231.00,150.00,64.00,APPROVED
CA: SAN DIEGO,01/06/2014 22:24:00,,4106.00,2226.00,632.00,320.00,203.00,228.00,148.00,63.00,APPROVED
CA: SAN DIEGO,01/06/2014 23:24:00,,4129.00,2252.00,632.00,324.00,206.00,231.00,152.00,61.00,APPROVED
CA: SAN DIEGO,01/07/2014 00:24:00,,4108.00,2237.00,635.00,324.00,205.00,239.00,151.00,60.00,APPROVED
CA: SAN DIEGO,01/07/2014 01:24:00,,4081.00,2224.00,631.00,326.00,209.00,234.00,150.00,62.00,APPROVED
CA: SAN DIEGO,01/07/2014 02:25:00,,4137.00,2273.00,634.00,332.00,210.00,237.00,150.00,63.00,APPROVED
CA: SAN DIEGO,01/07/2014 03:25:00,,4185.00,2349.00,655.00,350.00,215.00,247.00,154.00,66.00,APPROVED
CA: SAN DIEGO,01/07/2014 04:26:00,,4192.00,2359.00,659.00,352.00,217.00,250.00,161.00,65.00,APPROVED
CA: SAN DIEGO,01/07/2014 05:26:00,,4211.00,2359.00,652.00,355.00,218.00,247.00,159.00,65.00,APPROVED
CA: SAN DIEGO,01/07/2014 06:26:00,,4227.00,2375.00,664.00,355.00,215.00,248.00,158.00,66.00,APPROVED
CA: SAN DIEGO,01/07/2014 07:26:00,,4246.00,2390.00,673.00,365.00,216.00,254.00,159.00,65.00,APPROVED
CA: SAN DIEGO,01/07/2014 08:27:00,,4271.00,2411.00,674.00,371.00,219.00,256.00,161.00,66.00,APPROVED
CA: SAN DIEGO,01/07/2014 09:27:00,,4284.00,2449.00,685.00,375.00,219.00,259.00,163.00,68.00,APPROVED
CA: SAN DIEGO,01/07/2014 10:27:00,,4295.00,2468.00,686.00,381.00,226.00,263.00,165.00,66.00,APPROVED
CA: SAN DIEGO,01/07/2014 11:27:00,,4305.00,2475.00,690.00,389.00,227.00,262.00,166.00,69.00,APPROVED
CA: SAN DIEGO,01/07/2014 12:28:00,,4298.00,2474.00,685.00,387.00,225.00,265.00,167.00,69.00,APPROVED
CA: SAN DIEGO,01/07/2014 13:28:00,,4322.00,2487.00,693.00,391.00,227.00,264.00,172.00,69.00,APPROVED
CA: SAN DIEGO,01/07/2014 14:28:00,,4301.00,2493.00,690.00,390.00,228.00,264.00,168.00,68.00,APPROVED
CA: SAN DIEGO,01/07/2014 15:28:00,,4312.00,2480.00,691.00,387.00,227.00,265.00,169.00,67.00,APPROVED
CA: SAN DIEGO,01/07/2014 16:29:00,,4312.00,2501.00,698.00,388.00,227.00,265.00,166.00,71.00,APPROVED
CA: SAN DIEGO,01/07/2014 17:29:00,,4341.00,2498.00,697.00,387.00,228.00,264.00,167.00,68.00,APPROVED
CA: SAN DIEGO,01/07/2014 18:29:00,,4280.00,2426.00,684.00,375.00,223.00,260.00,163.00,67.00,APPROVED
CA: SAN DIEGO,01/07/2014 19:30:00,,4186.00,2320.00,666.00,348.00,218.00,250.00,160.00,67.00,APPROVED
CA: SAN DIEGO,01/07/2014 20:30:00,,4104.00,2268.00,645.00,332.00,211.00,239.00,156.00,62.00,APPROVED
CA: SAN DIEGO,01/07/2014 21:31:00,,4064.00,2218.00,638.00,329.00,208.00,232.00,151.00,62.00,APPROVED
CA: SAN DIEGO,01/07/2014 22:31:00,,4026.00,2222.00,634.00,322.00,205.00,230.00,150.00,60.00,APPROVED
CA: SAN DIEGO,01/07/2014 23:31:00,,4045.00,2212.00,631.00,324.00,204.00,233.00,150.00,61.00,APPROVED
CA: SAN DIEGO,01/08/2014 00:31:00,,4090.00,2237.00,638.00,330.00,208.00,232.00,152.00,62.00,APPROVED
CA: SAN DIEGO,01/08/2014 01:32:00,,4160.00,2277.00,644.00,337.00,209.00,237.00,154.00,63.00,APPROVED
CA: SAN DIEGO,01/08/2014 02:32:00,,4230.00,2347.00,653.00,352.00,212.00,245.00,156.00,63.00,APPROVED
CA: SAN DIEGO,01/08/2014 03:33:00,,4274.00,2414.00,667.00,362.00,219.00,254.00,161.00,67.00,APPROVED
CA: SAN DIEGO,01/08/2014 04:33:00,,4349.00,2507.00,691.00,385.00,220.00,265.00,165.00,67.00,APPROVED
CA: SAN DIEGO,01/08/2014 05:33:00,,4386.00,2504.00,697.00,391.00,227.00,265.00,166.00,67.00,APPROVED
CA: SAN DIEGO,01/08/2014 06:34:00,,4378.00,2533.00,702.00,400.00,226.00,270.00,171.00,68.00,APPROVED
CA: SAN DIEGO,01/08/2014 07:34:00,,4377.00,2548.00,706.00,407.00,227.00,278.00,172.00,67.00,APPROVED
CA: SAN DIEGO,01/08/2014 08:34:00,,4379.00,2561.00,719.00,414.00,235.00,280.00,176.00,69.00,APPROVED
CA: SAN DIEGO,01/08/2014 09:34:00,,4423.00,2627.00,727.00,436.00,240.00,288.00,177.00,72.00,APPROVED
CA: SAN DIEGO,01/08/2014 10:35:00,,4436.00,2624.00,726.00,434.00,241.00,288.00,179.00,72.00,APPROVED
CA: SAN DIEGO,01/08/2014 11:35:00,,4489.00,2690.00,744.00,439.00,242.00,295.00,180.00,72.00,APPROVED
CA: SAN DIEGO,01/08/2014 12:35:00,,4554.00,2755.00,766.00,464.00,249.00,312.00,185.00,72.00,APPROVED
CA: SAN DIEGO,01/08/2014 13:35:00,,4595.00,2781.00,767.00,459.00,252.00,308.00,191.00,75.00,APPROVED
CA: SAN DIEGO,01/08/2014 14:36:00,,4601.00,2758.00,773.00,461.00,246.00,307.00,184.00,74.00,APPROVED
CA: SAN DIEGO,01/08/2014 15:36:00,,4612.00,2765.00,772.00,456.00,252.00,304.00,184.00,75.00,APPROVED
CA: SAN DIEGO,01/08/2014 16:36:00,,4612.00,2779.00,769.00,459.00,249.00,307.00,188.00,76.00,APPROVED
CA: SAN DIEGO,01/08/2014 17:36:00,,4481.00,2645.00,741.00,431.00,241.00,291.00,177.00,73.00,APPROVED
CA: SAN DIEGO,01/08/2014 18:37:00,,4358.00,2526.00,711.00,402.00,228.00,274.00,172.00,70.00,APPROVED
CA: SAN DIEGO,01/08/2014 19:37:00,,4250.00,2411.00,678.00,374.00,220.00,255.00,163.00,69.00,APPROVED
CA: SAN DIEGO,01/08/2014 20:32:00,,4178.00,2341.00,664.00,351.00,215.00,249.00,159.00,66.00,APPROVED
CA: SAN DIEGO,01/08/2014 21:40:00,,4063.00,2148.00,613.00,312.00,196.00,227.00,145.00,59.00,APPROVED
CA: SAN DIEGO,01/08/2014 22:41:00,,4054.00,2189.00,619.00,316.00,203.00,229.00,146.00,60.00,APPROVED
CA: SAN DIEGO,01/08/2014 23:41:00,,4051.00,2186.00,615.00,318.00,202.00,229.00,149.00,60.00,APPROVED
CA: SAN DIEGO,01/09/2014 00:42:00,,4060.00,2160.00,613.00,317.00,203.00,228.00,146.00,59.00,APPROVED
CA: SAN DIEGO,01/09/2014 01:42:00,,4083.00,2179.00,614.00,319.00,200.00,226.00,147.00,61.00,APPROVED
CA: SAN DIEGO,01/09/2014 02:43:00,,4091.00,2193.00,618.00,319.00,200.00,231.00,146.00,61.00,APPROVED
CA: SAN DIEGO,01/09/2014 03:44:00,,4169.00,2287.00,640.00,340.00,207.00,240.00,151.00,62.00,APPROVED
CA: SAN DIEGO,01/09/2014 04:44:00,,4185.00,2330.00,645.00,350.00,212.00,248.00,158.00,65.00,APPROVED
CA: SAN DIEGO,01/09/2014 05:44:00,,4174.00,2313.00,639.00,352.00,209.00,243.00,156.00,64.00,APPROVED
CA: SAN DIEGO,01/09/2014 06:44:00,,4168.00,2291.00,645.00,344.00,213.00,242.00,155.00,64.00,APPROVED
CA: SAN DIEGO,01/09/2014 07:44:00,,4205.00,2314.00,644.00,350.00,211.00,246.00,157.00,63.00,APPROVED
CA: SAN DIEGO,01/09/2014 08:45:00,,4194.00,2314.00,648.00,348.00,216.00,245.00,157.00,63.00,APPROVED
CA: SAN DIEGO,01/09/2014 09:45:00,,4185.00,2318.00,652.00,355.00,214.00,249.00,159.00,65.00,APPROVED
CA: SAN DIEGO,01/09/2014 10:45:00,,4191.00,2317.00,651.00,351.00,211.00,245.00,157.00,64.00,APPROVED
CA: SAN DIEGO,01/09/2014 11:45:00,,4160.00,2318.00,651.00,353.00,211.00,248.00,156.00,65.00,APPROVED
CA: SAN DIEGO,01/09/2014 12:46:00,,4172.00,2295.00,647.00,348.00,214.00,244.00,154.00,64.00,APPROVED
CA: SAN DIEGO,01/09/2014 13:46:00,,4164.00,2278.00,641.00,343.00,209.00,240.00,153.00,62.00,APPROVED
